,OBJECTID,ID,T_PUNTO,COD_SGC,CONSECUTIV,DEPTO_LOC,MUN_LOC,VER_LOC,SITIO_LOC,E_PTO,N_PTO,Z_PTO,MET_COTA,U_GEOL,COND_SECO,COND_HUM,LONGITUD,LATITUD
599,595,565,Aljibe,119-II-D-5,5,Santander,Barrancabermeja,San Jose,Finca Miraflores,1054831.0,1269199.0,105.221164,DEM,N1r,0.0,81.39,-73.58125237659054,7.030236801278807
600,596,566,Pozo,119-II-B-15,15,Santander,Barrancabermeja,El Cucharo,Finca La Pradera,1050458.0,1276960.0,98.115138,DEM,N1r,0.0,167.6,-73.62076104896734,7.100452255398303
601,597,567,Pozo,119-II-B-16,16,Santander,Barrancabermeja,El Cucharo,Finca 3 Pisos la Esmeralda,1051499.0,1275203.0,96.482196,DEM,N1r,0.0,459.7,-73.61135408242156,7.084556074391017
602,598,568,Aljibe,119-II-B-17,17,Santander,Barrancabermeja,El Cucharo,Finca Las Trinitarias,1050901.0,1274598.0,106.427105,DEM,N1r,0.0,196.0,-73.61677231215332,7.079091046480953
603,599,569,Pozo,119-II-B-18,18,Santander,Barrancabermeja,El Cucharo,Finca Mirabel,1051980.0,1274314.0,101.585622,DEM,N1r,0.0,21.49,-73.60700845639641,7.076513344551026
604,600,570,Aljibe,119-II-B-19,19,Santander,Barrancabermeja,El Cucharo,Finca el Ruby,1051661.0,1274269.0,99.110685,DEM,N1r,0.0,88.42,-73.60989624399853,7.076109363049165
605,601,571,Aljibe,119-II-B-20,20,Santander,Barrancabermeja,Las Mirlas,Finca Las Mirlas,1051138.0,1278901.0,104.491359,DEM,N1r,0.0,13.76,-73.61458824208192,7.117996690945755
606,602,572,Pozo,119-II-B-21,21,Santander,Barrancabermeja,Las Mirlas,Restaurante Doña Alicia,1050437.0,1278886.0,110.564247,DEM,N1r,0.0,43.63,-73.62093394352556,7.117867363176841
607,608,578,Aljibe,119-II-A-27,27,Santander,Barrancabermeja,Zarsal las Lajas,Finca San Antonio,1044164.0,1276952.0,91.427312,DEM,N1r,0.0,39.34,-73.67773351856233,7.100432501110607
608,609,579,Aljibe,119-II-B-27,27,Santander,Barrancabermeja,La Lizama,,1055706.0,1279910.0,113.547151,DEM,N1r,0.0,139.3,-73.57322813234491,7.127076815482428
609,610,580,Pozo,108-IV-D-56,56,Santander,Barrancabermeja,La Fortuna,Pozo Lizama Cinco A,1058683.0,1280349.0,144.0,DEM,N1r,0.0,512.1,-73.54627497102179,7.131016031687516
610,611,581,Aljibe,108-IV-D-57,57,Santander,Barrancabermeja,Lisama II,Antigua escuela La Lizama,1059287.0,1280392.0,141.094699,DEM,N1r,0.0,253.2,-73.54080691859322,7.131398514804062
611,612,582,Manantial,119-II-B-28,28,Santander,Barrancabermeja,Lizama II,Canario,1059287.0,1279354.0,145.056511,DEM,N1r,0.0,47.4,-73.54081783844997,7.122013024950528
612,613,583,Aljibe,119-II-B-29,29,Santander,Barrancabermeja,Lizama II,Finca Villa Rocio,1059497.0,1279414.0,140.008028,DEM,N1r,0.0,342.6,-73.53891625697436,7.1225533296132175
613,614,584,Aljibe,119-II-B-30,30,Santander,Barrancabermeja,Las Acacias,La Invacion,1058167.0,1279493.0,130.0,DEM,N1r,0.0,15.38,-73.55095480642844,7.123281501188586
614,615,585,Aljibe,119-II-B-31,31,Santander,Barrancabermeja,Las Acacias,Barrio La Libertad,1058293.0,1279159.0,138.0,DEM,N1r,0.0,414.0,-73.54981768462176,7.120260202479837
615,616,586,Aljibe,119-II-B-32,32,Santander,Barrancabermeja,Campo 18,Invasion las Palmitas,1055288.0,1275059.0,127.433831,DEM,N1r,0.0,79.63,-73.57705943103313,7.083218388015216
616,617,587,Aljibe,119-II-B-33,33,Santander,Barrancabermeja,Las Palmitas,Parcelaciones,1054968.0,1274336.0,104.329096,DEM,N1r,0.0,78.0,-73.57996289392662,7.076684149671224
617,618,588,Manantial,120-I-A-1,1,Santander,Barrancabermeja,Las Margaritas Viscaina,Acueducto el Zarsal,1060725.0,1274146.0,483.818767,DEM,P2l,0.0,16.31,-73.52785676922302,7.074907582392595
618,619,589,Manantial,120-I-A-2,2,Santander,Barrancabermeja,Las Margaritas Viscaina,La Viscaina,1060097.0,1274398.0,324.218999,DEM,P1l,0.0,70.72,-73.53353825581326,7.07719281766937
619,620,590,Manantial,120-I-A-3,3,Santander,Barrancabermeja,Las Margaritas Viscaina,Acueducto Pozo Nutria 1,1060840.0,1271417.0,496.685587,DEM,P2l,0.0,37.27,-73.526845071146,7.050231003169919
620,621,591,Manantial,120-I-A-4,4,Santander,Barrancabermeja,Las Margaritas Viscaina,Acueducto Pozo Nutria 1,1060747.0,1271978.0,471.539692,DEM,P2l,0.0,73.78,-73.5276808049639,7.055304504035198
621,622,592,Pozo,108-IV-D-58,58,Santander,Barrancabermeja,La Fortuna,Corregimiento La Fortuna,1057559.0,1280648.0,130.587875,DEM,N1r,0.0,249.9,-73.55644673269016,7.133731151199952
622,623,593,Aljibe,108-III-D-66,66,SANTANDER,BARRANCABERMEJA,CAMPO GALA,FINCA EL TESORO,1023240.0,1280117.0,81.908937,DEM,Qal,0.0,38.16,-73.8671241615112,7.129175716595653
623,624,594,Pozo,108-III-D-67,67,SANTANDER,BARRANCABERMEJA,CAMPO GALA,FINCA EL TESORO,1023235.0,1280104.0,81.474421,DEM,Qal,0.0,279.7,-73.86716947820737,7.129058188144723
624,625,595,Aljibe,119-I-B-3,3,SANTANDER,BARRANCABERMEJA,CAMPO GALA,FINCA EL CAÑAGUATE,1023689.0,1279659.0,82.130999,DEM,Qal,0.0,62.53,-73.86306146294656,7.125032505794081
625,626,596,Aljibe,119-I-B-6,6,SANTANDER,BARRANCABERMEJA,CAMPO GALA,GALA II,1024490.0,1279742.0,73.550678,DEM,Qal,0.0,75.04,-73.85581002596882,7.12577959157741
626,627,597,Aljibe,108-III-D-68,68,SANTANDER,BARRANCABERMEJA,CAMPO GALA,FINCA LOS GUADUALES,1024493.0,1280281.0,75.395353,DEM,Qal,0.0,42.01,-73.85578052521639,7.130653339602607
627,628,598,Aljibe,119-I-B-7,7,SANTANDER,BARRANCABERMEJA,CAMPO GALA,,1023861.0,1279266.0,84.677572,DEM,Qal,0.0,43.28,-73.86150609069206,7.121478183314707
628,629,599,Aljibe,119-I-B-8,8,SANTANDER,BARRANCABERMEJA,CAMPO GALA,SECTOR CHUNDUN,1024380.0,1278420.0,80.0,DEM,Qal,0.0,314.8,-73.85681151917427,7.113826236957699
629,630,600,Aljibe,119-II-A-28,28,SANTANDER,BARRANCABERMEJA,TAPAZÓN,HACIENDA SAN ANTONIO,1044163.0,1276953.0,91.301062,DEM,N1r,0.0,38.78,-73.67774256264767,7.10044155099487
630,631,601,Aljibe,119-II-A-29,29,SANTANDER,BARRANCABERMEJA,PATIO BONITO,FINCA SAN JOSÉ,1042180.0,1276502.0,93.359283,DEM,N1r,0.0,35.57,-73.69569584693053,7.096378678392205
631,632,602,Aljibe,119-II-A-30,30,SANTANDER,BARRANCABERMEJA,ZARZAL YO,FINCA PATIO BONITO,1041828.0,1276301.0,88.029834,DEM,N1r,0.0,413.5,-73.69888357773131,7.094563823544797
632,633,603,Pozo,119-II-A-31,31,SANTANDER,BARRANCABERMEJA,EL ZARZAL,HACIENDA EL CAMPANARIO,1038287.0,1273281.0,72.531186,DEM,Qal,0.0,286.7,-73.73095644423337,7.067281561992974
633,634,604,Aljibe,119-II-A-32,32,SANTANDER,BARRANCABERMEJA,EL ZARZAL,FINCA LA ROSITA,1037113.0,1273264.0,75.0,DEM,Qal,0.0,295.6,-73.7415827884278,7.067135623942344
634,635,605,Aljibe,119-II-A-33,33,SANTANDER,BARRANCABERMEJA,EL ZARZAL,FINCA LA ESCUELA,1037616.0,1271302.0,79.610227,DEM,P3N1c,0.0,41.63,-73.73704294861935,7.04939159723565
635,636,606,Pozo,119-II-C-1,1,SANTANDER,BARRANCABERMEJA,ZARZAL YO,FINCA LA ESPERANZA,1039492.0,1269433.0,81.286248,DEM,P3N1c,0.0,668.7,-73.72007630082788,7.0324791337931725
636,637,607,Aljibe,119-II-C-2,2,SANTANDER,BARRANCABERMEJA,ZARZAL YO,FINCA EL CRISTAL,1039772.0,1269058.0,83.763105,DEM,P3N1c,0.0,64.2,-73.71754473904777,7.029086385213932
637,638,608,Aljibe,119-II-C-3,3,SANTANDER,BARRANCABERMEJA,ZARZAL YO,FINCA TECHO AZUL,1040425.0,1269056.0,85.056313,DEM,N1r,0.0,54.79,-73.7116347482234,7.029063724102219
638,639,609,Manantial,119-II-C-4,4,SANTANDER,BARRANCABERMEJA,ZARZAL YO,FINCA MANUELITA,1041672.0,1268566.0,81.290768,DEM,N1r,0.0,111.6,-73.70035230316361,7.0246241290862965
639,640,610,Aljibe,119-II-C-5,5,SANTANDER,BARRANCABERMEJA,ZARZAL YO,FINCA MANUELITA,1041645.0,1268578.0,82.578887,DEM,N1r,0.0,73.61,-73.70059657774507,7.024732831238301
640,641,611,Aljibe,119-II-C-6,6,SANTANDER,BARRANCABERMEJA,PEROLES,FINCA LAS 3 MARIAS,1043250.0,1267931.0,94.569286,DEM,N1r,0.0,108.3,-73.68607551642216,7.018870675381548
641,642,612,Aljibe,119-II-C-7,7,SANTANDER,BARRANCABERMEJA,CAMPO 45,FINCA VILLA LUZ,1032900.0,1268991.0,111.598679,DEM,N1r,0.0,313.6,-73.77974068515854,7.028524203023335
642,643,613,Pozo,119-II-C-8,8,SANTANDER,BARRANCABERMEJA,LAS MARIAS,FINCA MIRAFLORES,1034352.0,1268569.0,102.88224,DEM,N1r,0.0,182.0,-73.7666017683026,7.024699860296506
643,644,614,Aljibe,119-II-A-34,34,SANTANDER,BARRANCABERMEJA,PEROLES,FINCA BONANZA,1034512.0,1270674.0,87.173268,DEM,N1r,0.0,1938.0,-73.7651409676195,7.043732723969184
644,645,615,Aljibe,119-II-C-9,9,SANTANDER,BARRANCABERMEJA,LAS MARIAS,FINCA MIRAFLORES,1033082.0,1269087.0,106.971864,DEM,N1r,0.0,94.62,-73.77809292182602,7.029391205809529
645,646,616,Manantial,119-II-C-10,10,SANTANDER,BARRANCABERMEJA,CAMPO 45,FINCA PORTUGAL,1035101.0,1268089.0,89.264051,DEM,N1r,0.0,33.79,-73.75982588538145,7.020355061983708
646,647,617,Manantial,119-II-C-11,11,SANTANDER,BARRANCABERMEJA,LAS MARIAS,FINCA SAN JOSÉ,1042806.0,1267973.0,87.455727,DEM,N1r,0.0,36.33,-73.6900935437544,7.019253779268745
647,648,618,Aljibe,119-II-C-12,12,SANTANDER,BARRANCABERMEJA,LAS MARIAS,FINCA BELLAVISTA,1038775.0,1265656.0,93.555374,DEM,P3N1c,0.0,182.0,-73.72659116550496,6.998331766787656
648,649,619,Manantial,119-II-C-13,13,SANTANDER,BARRANCABERMEJA,LAS MARIAS,FINCA LOS MANGOS,1036916.0,1264838.0,81.471351,DEM,P3N1c,0.0,108.2,-73.74342031636107,6.990947495785825
649,650,620,Pozo,119-II-C-14,14,SANTANDER,BARRANCABERMEJA,LAS MARIAS,FINCA VILLA MAR,1037370.0,1265073.0,89.263025,DEM,P3N1c,0.0,232.2,-73.73931016371603,6.993069479199581
650,651,621,Pozo,119-II-C-15,15,SANTANDER,BARRANCABERMEJA,LAS MARIAS,,1038177.0,1265996.0,85.0,DEM,P3N1c,0.0,1640.0,-73.73200078299406,7.001410112165086
651,652,622,Aljibe,119-II-C-16,16,SANTANDER,BARRANCABERMEJA,LAS MARIAS,LA MARIA,1038644.0,1266265.0,85.95316,DEM,P3N1c,0.0,186.8,-73.72777260997479,7.003839334459641
652,653,623,Aljibe,119-II-A-35,35,SANTANDER,BARRANCABERMEJA,ZARZAL,FUNDACION AMOR Y ALEGRIA,1031324.0,1270977.0,100.449335,DEM,N1r,0.0,155.6,-73.7939935309553,7.046490897637814
653,654,654,Manantial,120-I-C-1,1,Santander,SAN VICENTE DE CHUCURÍ,Nutria II,,1060775.0,1268883.0,635.797293,DEM,P2l,0.0,47.19,-73.52746034894194,7.027319491860093
654,655,655,Manantial,120-I-C-2,2,Santander,SAN VICENTE DE CHUCURÍ,Guayaquil,,1060622.0,1264877.0,609.640732,DEM,P1l,0.0,179.2,-73.52888740491726,6.99109916219005
655,656,656,Aljibe,119-II-D-8,8,Santander,SAN VICENTE DE CHUCURÍ,Escuela San jose,,1053502.0,1269044.0,115.615243,DEM,N1r,0.0,57.83,-73.59328182945858,7.0288478745516905
656,657,657,Aljibe,119-II-D-9,9,Santander,SAN VICENTE DE CHUCURÍ,San Jose,,1053444.0,1268328.0,116.528909,DEM,N1r,0.0,149.3,-73.59381344380077,7.022374336131534
657,658,658,Aljibe,119-II-D-10,10,Santander,SAN VICENTE DE CHUCURÍ,San Jose,Finca Jaboncillo,1053098.0,1268046.0,124.311274,DEM,N1r,0.0,85.28,-73.59694745526716,7.019827705702549
658,659,659,Pozo,119-II-D-11,11,Santander,SAN VICENTE DE CHUCURÍ,San Jose,Finca Los Naranjos(La excelencia),1053237.0,1268429.0,109.572696,DEM,N1r,0.0,1363.0,-73.59568591051115,7.023289507777622
659,660,660,Aljibe,119-II-D-12,12,Santander,SAN VICENTE DE CHUCURÍ,San Jose,,1051996.0,1268492.0,111.552989,DEM,N1r,0.0,78.15,-73.60691675983622,7.023870559483636
660,661,661,Aljibe,119-II-D-13,13,Santander,SAN VICENTE DE CHUCURÍ,El Poblado,,1049898.0,1268392.0,109.377836,DEM,N1r,0.0,201.6,-73.62590522581814,7.022985022906758
661,662,742,Aljibe,119-IV-C-16,16,SANTANDER,SIMACOTA,AGUAS BLANCAS ALTA,LA FORTUNA,1032140.0,1246611.0,187.35328,DEM,P3N1c,0.0,60.88,-73.78674311595776,6.826162824167938
662,663,743,Pozo,119-IV-A-17,17,SANTANDER,BARRANCABERMEJA,OPONSITO,LA UNION,1036451.0,1254133.0,207.750382,DEM,Qal,0.0,1154.0,-73.747695898556,6.894153526596067
663,664,745,Aljibe,119-III-B-13,13,SANTANDER,BARRANCABERMEJA,VARA SANTA,LA ESMERALDA,1029113.0,1259273.0,182.986557,DEM,N1r,0.0,100.8,-73.81406450874412,6.940672085083213
664,665,746,Aljibe,119-III-B-14,14,SANTANDER,BARRANCABERMEJA,VARA SANTA,LAS PALMAS,1029261.0,1259673.0,188.026216,DEM,N1r,0.0,206.6,-73.81272324521298,6.944288247946558
665,666,747,Manantial,119-IV-A-18,18,SANTANDER,BARRANCABERMEJA,VARA SANTA,TRES ESQUINAS,1030591.0,1259997.0,153.24543,DEM,P3N1c,0.0,258.2,-73.80068637019562,6.947211068046591
666,667,748,Manantial,119-IV-A-19,19,SANTANDER,BARRANCABERMEJA,VARA SANTA,SAN RAFAEL,1031005.0,1259795.0,173.702918,DEM,P3N1c,0.0,144.9,-73.79694114854281,6.945382329575913
667,668,749,Pozo,119-III-D-10,10,SANTANDER,SIMACOTA,MARQUETALIA,MONTERREY,1019807.0,1244774.0,163.215094,DEM,N2Q1m,0.0,121.2,-73.89832323243516,6.809606350211686
668,669,750,Manantial,119-III-D-11,11,SANTANDER,SIMACOTA,MARQUETALIA,CASA ZINC,1021417.0,1244498.0,161.496771,DEM,N2Q1m,0.0,142.4,-73.88375936935203,6.807105039267243
669,670,751,Pozo,119-III-B-15,15,SANTANDER,SIMACOTA,CIENAGA EL OPON,SAN MARTIN,1019056.0,1250449.0,173.252716,DEM,N2Q1m,0.0,148.3,-73.90509877154628,6.860924254834534
670,671,752,Manantial,119-III-B-16,16,SANTANDER,SIMACOTA,CIENAGA EL OPON,BUENOS AIRES,1020192.0,1254019.0,209.517453,DEM,N2Q1m,0.0,185.1,-73.89480851457327,6.893201629277254
671,672,753,Aljibe,119-III-B-17,17,SANTANDER,SIMACOTA,CIENAGA EL OPON,CENTRO EDUCATIVO CAMPO GALAN,1019626.0,1255053.0,189.989671,DEM,N2Q1m,0.0,90.92,-73.89992624432016,6.902553341306042
672,673,754,Pozo,119-III-D-12,12,SANTANDER,SIMACOTA,CAÑO VIEJO,PALMAR DE LOS SANTOS,1018874.0,1246647.0,177.21175,DEM,N2Q1m,0.0,132.7,-73.90675762706127,6.8265457723315315
673,674,755,Aljibe,119-III-D-13,13,SANTANDER,SIMACOTA,PULPAPEL,LA PASTORITA,1017580.0,1244442.0,187.13203,DEM,N2Q1m,0.0,20.91,-73.91847079412229,6.806611326304912
674,675,756,Aljibe,119-IV-C-17,17,SANTANDER,SAN VICENTE DE CHUCURÍ,YARIMA,LOS ALMENDROS,1042642.0,1243428.0,178.859433,DEM,Qat,0.0,223.2,-73.69175768985382,6.797314829275584
675,676,757,Aljibe,119-IV-C-18,18,SANTANDER,SAN VICENTE DE CHUCURÍ,YARIMA,,1041726.0,1245508.0,169.814834,DEM,Qat,0.0,203.2,-73.70002923941162,6.816129179547573
676,677,662,Pozo,119-II-D-14,14,Santander,SAN VICENTE DE CHUCURÍ,General Cordoba,Finca Villa Paola,1050407.0,1267915.0,104.9822,DEM,N1r,0.0,118.0,-73.62130281320209,7.018667507194948
677,678,663,Aljibe,119-II-D-15,15,Santander,SAN VICENTE DE CHUCURÍ,Escuela General Cordoba,Escuela General Cordoba,1052327.0,1266432.0,110.128921,DEM,N1r,0.0,236.5,-73.60393992398829,7.005240963022124
678,679,664,Aljibe,119-II-D-16,16,Santander,SAN VICENTE DE CHUCURÍ,Kilometro II,Finca la Floresta II,1051732.0,1264268.0,112.536707,DEM,N1r,0.0,91.06,-73.60934413875951,6.985679372506328
679,680,665,Manantial,119-II-D-17,17,Santander,SAN VICENTE DE CHUCURÍ,Milagros,Finca La Fortuna,1057256.0,1263376.0,162.0,DEM,N1r,0.0,29.37,-73.55936329246292,6.97756163756966
680,681,666,Aljibe,119-II-D-18,18,Santander,SAN VICENTE DE CHUCURÍ,La Tempestosa,La Finca,1056788.0,1261224.0,148.954544,DEM,N1r,0.0,58.86,-73.56361958433185,6.958107900224154
681,682,667,Aljibe,119-II-D-19,19,Santander,SAN VICENTE DE CHUCURÍ,La Tempestosa,,1056970.0,1261395.0,144.0,DEM,N1r,0.0,215.5,-73.56197098075897,6.959652290108885
682,683,668,Aljibe,119-II-B-34,34,Santander,SAN VICENTE DE CHUCURÍ,Los Ramirez,Nutrias 1,1057557.0,1270798.0,114.995838,DEM,N1r,0.0,284.2,-73.5565648939311,7.0446681085141085
683,684,669,Superficial,119-II-D-20,20,Santander,SAN VICENTE DE CHUCURÍ,Las Palmas,,1046644.0,1265031.0,91.0,DEM,N1r,0.0,37.97,-73.65538238685525,6.992621969326574
684,685,670,Aljibe,119-II-C-27,27,Santander,SAN VICENTE DE CHUCURÍ,Peroles,Finca La Union,1044406.0,1267453.0,91.327472,DEM,N1r,0.0,42.24,-73.67561706438873,7.014539701211921
685,686,671,Pozo,119-II-D-21,21,Santander,SAN VICENTE DE CHUCURÍ,El Poblado,Finca La Cabaña,1048968.0,1267596.0,107.592713,DEM,N1r,0.0,450.0,-73.63432884319059,7.015795566688283
686,687,672,Aljibe,108-I-B-13,13,Santander,Puerto Wilches,La reserva,Finca Villa Candor,1020303.0,1319581.0,58.164068,DEM,Qfl,0.0,784.2,-73.89356583131301,7.486027582918778
687,688,673,Pozo,108-I-B-14,14,Santander,Puerto Wilches,La reserva,Finca El Roble,1019780.0,1318774.0,56.0,DEM,Qfl,0.0,460.3,-73.89830709336172,7.4787325523934856
688,689,674,Pozo,108-I-B-15,15,Santander,Puerto Wilches,La reserva,Finca el delirio,1019404.0,1317836.0,60.442322,DEM,Qfl,0.0,298.5,-73.90171692040207,7.470252419185287
689,690,675,Pozo,108-I-B-16,16,Santander,Puerto Wilches,Italia,Finca villa de los Angeles,1019433.0,1317203.0,57.974786,DEM,Qfl,0.0,229.4,-73.9014564850973,7.464528653807098
690,691,676,Pozo,108-I-B-17,17,Santander,Puerto Wilches,Italia,Finca Monteloro,1020882.0,1317834.0,63.0,DEM,Qfl,0.0,481.0,-73.8883270003108,7.470228801029668
691,692,677,Pozo,108-I-B-18,18,Santander,Puerto Wilches,Caño Caba,,1025223.0,1318989.0,57.289584,DEM,Qfl,0.0,0.0,-73.84899438546017,7.480653808355128
692,693,678,Pozo,108-I-B-19,19,Santander,Puerto Wilches,Caño Caba,,1025065.0,1317412.0,56.28997,DEM,Qfl,0.0,288.3,-73.85043317971008,7.466395176667976
693,694,679,Pozo,108-I-B-20,20,Santander,Puerto Wilches,Caño Caba,Finca La Relojera,1022581.0,1317510.0,62.954437,DEM,Qfl,0.0,444.1,-73.87293630093248,7.467292296804029
694,695,680,Pozo,108-I-B-21,21,Santander,Puerto Wilches,Italia,Finca Diamante,1021506.0,1317239.0,60.0,DEM,Qfl,0.0,294.9,-73.88267626344711,7.46484628831155
695,696,681,Pozo,108-I-B-22,22,Santander,Puerto Wilches,Italia,finca Mirabien,1021312.0,1316120.0,60.434604,DEM,Qfl,0.0,252.0,-73.88443821702437,7.454728935991863
696,697,682,Pozo,108-I-B-23,23,Santander,Puerto Wilches,,Finca Bella Candy,1021216.0,1315213.0,59.0,DEM,Qfl,0.0,260.9,-73.8853114711007,7.446528114877688
697,698,683,Pozo,119-I-B-9,9,Santander,Barrancabermeja,Campo Galan,Transporte de materia JR,1020086.0,1275290.0,78.876853,DEM,Qal,0.0,528.1,-73.89569329352632,7.085540848257949
698,699,684,Aljibe,119-I-B-10,10,Santander,Barrancabermeja,Kike Landia,Finca El Km 8,1028261.0,1275264.0,97.385272,DEM,Qal,0.0,298.7,-73.82169531935531,7.085270927979031
699,700,685,Manantial,108-II-C-40,40,Santander,Puerto Wilches,Finca La Esperanza,Las Pampas,1036502.083,1308135.037,170.094989,DEM,Qal,34.53,0.0,-73.74688333041465,7.3824472182912215
700,701,686,Manantial,108-IV-A-52,52,Santander,Puerto Wilches,Km 16,Finca las Marías (Hacienda Normandia),1036509.565,1297981.263,174.0,DEM,N1r,108.6,0.0,-73.74688333174053,7.290636110153143
701,702,687,Pozo,108-III-D-69,69,Santander,Puerto Wilches,Bocas del Sogamoso,,1020407.285,1284214.987,178.714747,DEM,Qal,449.2,0.0,-73.89275277781883,7.166241665892508
702,703,688,Pozo,108-III-D-70,70,Santander,Puerto Wilches,Bocas del Sogamoso,,1018639.665,1288417.115,182.788851,DEM,Qal,828.1,0.0,-73.9087416680269,7.204244444158897
703,704,689,Aljibe,119-IV-C-1,1,SANTANDER,SAN VICENTE DE CHUCURÍ,YARIMA,CARIBE,1041334.0,1246279.0,180.334271,DEM,Qat,0.0,131.1,-73.70357005188075,6.823103490109038
704,705,690,Aljibe,119-IV-C-2,2,SANTANDER,SAN VICENTE DE CHUCURÍ,YARIMA,HOTEL CABAÑAS DEL ÉXITO,1040294.0,1246986.0,179.586621,DEM,Qat,0.0,689.2,-73.71297369121578,6.829503544924873
705,706,691,Aljibe,119-IV-C-3,3,SANTANDER,SAN VICENTE DE CHUCURÍ,YARIMA,CASCAJERA,1039786.0,1246072.0,182.24021,DEM,Qat,0.0,134.8,-73.71757560792341,6.8212423977881995
706,707,692,Aljibe,119-IV-C-4,4,SANTANDER,SAN VICENTE DE CHUCURÍ,YARIMA,FINCA MONTERREY,1042920.0,1248707.0,176.139894,DEM,P3N1c,0.0,135.0,-73.68920443164583,6.84504661845939
707,708,693,Aljibe,119-IV-C-5,5,SANTANDER,SAN VICENTE DE CHUCURÍ,YARIMA,ASTIPALMA SAS,1039795.0,1248047.0,185.809667,DEM,Qat,0.0,120.0,-73.7174808365336,6.83910074269489
708,709,694,Manantial,119-IV-A-1,1,SANTANDER,SAN VICENTE DE CHUCURÍ,YARIMA,SANTA MARIA LA NEGRA,1037881.0,1250757.0,180.079768,DEM,P3N1c,0.0,255.9,-73.73477916554023,6.863617850936741
709,710,695,Manantial,119-IV-A-2,2,SANTANDER,BARRANCABERMEJA,CAMPO 16,FINCA PAINTBALL,1035581.0,1257013.0,158.100143,DEM,P3m,0.0,35.84,-73.75555004368842,6.920200542011403
710,711,696,Manantial,119-IV-A-3,3,SANTANDER,BARRANCABERMEJA,CAMPO 25,,1034520.0,1255804.0,134.395585,DEM,P3N1c,0.0,344.9,-73.76515767884845,6.909274868527305
711,712,697,Aljibe,119-IV-A-4,4,SANTANDER,BARRANCABERMEJA,CAMPO 25,AGUA BONITA I,1033564.0,1254633.0,175.266383,DEM,P3N1c,0.0,225.8,-73.77381460164698,6.898691978824771
712,713,698,Aljibe,119-IV-A-5,5,SANTANDER,BARRANCABERMEJA,TENERIFE,CAMPOALEGRE,1030946.0,1253958.0,186.493078,DEM,N1r,0.0,120.3,-73.79750613542625,6.892602925570984
713,714,699,Pozo,119-III-B-1,1,SANTANDER,BARRANCABERMEJA,TENERIFE,PARCELA # 16,1028146.0,1253660.0,191.495874,DEM,Qal,0.0,374.3,-73.82284200932297,6.889922497939776
714,715,700,Pozo,119-III-B-2,2,SANTANDER,BARRANCABERMEJA,TENERIFE,VILLA GLORIA,1027611.0,1253619.0,185.088259,DEM,Qal,0.0,374.4,-73.82768286883184,6.889554318521603
715,716,701,Aljibe,119-III-B-3,3,SANTANDER,BARRANCABERMEJA,TENERIFE,VILLA GLORIA,1027610.0,1253621.0,185.088259,DEM,Qal,0.0,443.5,-73.82769190733475,6.889572407854116
716,717,702,Manantial,119-III-B-4,4,SANTANDER,BARRANCABERMEJA,TENERIFE,LA CORONA,1028378.0,1254903.0,177.190797,DEM,N1r,0.0,52.03,-73.82073682894165,6.901160946704064
717,718,703,Aljibe,119-III-B-5,5,SANTANDER,BARRANCABERMEJA,TENERIFE,ESCUELA TENERIFE,1028212.0,1254823.0,185.379982,DEM,N1r,0.0,34.31,-73.82223921486883,6.900438369142044
718,719,704,Manantial,119-III-B-6,6,SANTANDER,BARRANCABERMEJA,TENERIFE,TIERRA ALTA,1027823.0,1256516.0,185.810707,DEM,N1r,0.0,22.26,-73.82575085770864,6.915748841357382
719,720,705,Aljibe,119-IV-C-6,6,SANTANDER,SIMACOTA,LA COLORADA,LA VICTORIA,1034290.0,1245280.0,172.165602,DEM,P3N1c,0.0,199.6,-73.76730038237314,6.814115429868486
720,721,706,Manantial,119-IV-C-7,7,SANTANDER,SIMACOTA,LA COLORADA,LA CABAÑA,1034346.0,1244247.0,164.718428,DEM,Qal,0.0,79.95,-73.76679978716942,6.804774424641574
721,722,707,Manantial,119-IV-C-8,8,SANTANDER,SIMACOTA,LA COLORADA,MONTEBELLO,1034929.0,1243559.0,183.613955,DEM,N1r,0.0,61.1,-73.76152984711673,6.798549918173654
722,723,708,Aljibe,119-IV-C-9,9,SANTANDER,SIMACOTA,LA PLAZUELA,CENTRO EDUCATIVO GUAYABAL,1034150.0,1240450.0,185.750337,DEM,N1r,0.0,57.36,-73.7685947548258,6.770441969987432
723,724,709,Aljibe,119-IV-C-10,10,SANTANDER,SIMACOTA,EL DIVISO,MONTEBELLO,1034264.0,1249005.0,168.324215,DEM,P3m,0.0,69.94,-73.76751390574583,6.847798062211636
724,725,710,Aljibe,119-IV-C-11,11,SANTANDER,SIMACOTA,GUAYABAL,LA PRIMAVERA,1032503.0,1248748.0,202.684612,DEM,N1r,0.0,30.46,-73.78344733943912,6.845484203432068
725,726,711,Aljibe,119-IV-C-12,12,SANTANDER,SIMACOTA,GUAYABAL,LOS ALJIBES,1031695.0,1249988.0,181.902775,DEM,N1r,0.0,87.73,-73.79075070216733,6.856701055144441
726,727,712,Aljibe,119-III-D-1,1,SANTANDER,SIMACOTA,LA ESPERANZA,MIRABEL,1029307.0,1249944.0,194.821236,DEM,N1r,0.0,284.4,-73.81235593976238,6.856315609974898
727,728,713,Aljibe,119-III-B-7,7,SANTANDER,SIMACOTA,LA ESPERANZA,LAS BRISAS,1028585.0,1250436.0,183.365457,DEM,N1r,0.0,237.4,-73.81888571299193,6.860767987408429
