LINE_ID,ID,DIST,DIST_SURF,X,Y,Z,OBJECTID,SHAPE_Leng,Tipo,NombreFall,Comentario
"1","175",0.3933084335,3586.1064618000,-73.3569687180,8.1706525590,1474.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","176",0.3942407561,3586.1073942000,-73.3566087090,8.1697925480,1474.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","177",0.3951814672,3586.1083349000,-73.3559586970,8.1691125320,1474.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","178",0.3963521820,3586.1095056000,-73.3549986770,8.1684425060,1474.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","179",0.3972431592,3586.1103966000,-73.3543686610,8.1678124900,1474.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","180",0.3981663232,3591.1103967000,-73.3537786570,8.1671024710,1469.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","181",0.3991059652,3608.1103967000,-73.3535086500,8.1662024580,1486.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","182",0.4002715666,3608.1115623000,-73.3533186650,8.1650524440,1486.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","183",0.4012495893,3608.1125403000,-73.3530486680,8.1641124280,1486.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","184",0.4022774695,3608.1135682000,-73.3527086640,8.1631424100,1486.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","185",0.4035653481,3672.1135682000,-73.3523986740,8.1618923950,1550.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","186",0.4053747981,3672.1153776000,-73.3516786740,8.1602323620,1550.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","187",0.4082189631,3754.1153777000,-73.3502686520,8.1577623190,1632.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","188",0.4107607054,3825.1153777000,-73.3489786350,8.1555722710,1561.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","189",0.4133580558,3860.1153778000,-73.3476986250,8.1533122260,1596.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","190",0.4158242803,3860.1178441000,-73.3468086290,8.1510121890,1596.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","191",0.4175575699,3932.1178441000,-73.3461186240,8.1494221620,1668.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","192",0.4197723357,4006.1178441000,-73.3451886160,8.1474121190,1594.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","193",0.4219279430,4068.1178442000,-73.3442286040,8.1454820880,1656.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
