OBJECTID;TOPE_COLORADO_WGS84_tif;X;Y;TOPE_COLORADO_WGS84_Band_1
403;-1463;-73,672787880015676;7,976476266377805;-1463,1386719
404;-1503;-73,663106607830755;7,976476266377805;-1503,3232422
405;-1541;-73,653425335645835;7,976476266377805;-1541,0286865
406;-1580;-73,643744063460915;7,976476266377805;-1580,2010498
407;-1622;-73,634062791275994;7,976476266377805;-1622,1121826
408;-1658;-73,624381519091074;7,976476266377805;-1658,4418945
409;-1679;-73,614700246906153;7,976476266377805;-1679,8509521
410;-1693;-73,605018974721233;7,976476266377805;-1693,2808838
411;-1682;-73,595337702536312;7,976476266377805;-1682,5661621
412;-1644;-73,585656430351392;7,976476266377805;-1644,8476562
413;-1571;-73,575975158166472;7,976476266377805;-1571,2536621
414;-1427;-73,566293885981537;7,976476266377805;-1427,2104492
415;-1336;-73,556612613796617;7,976476266377805;-1336,0693359
416;-1248;-73,546931341611696;7,976476266377805;-1248,6551514
417;-1238;-73,537250069426776;7,976476266377805;-1238,5152588
418;-1252;-73,527568797241855;7,976476266377805;-1252,7580566
419;-1283;-73,517887525056935;7,976476266377805;-1283,2016602
420;26;-73,866413323714113;7,966794994192884;26,8868847
421;-58;-73,856732051529193;7,966794994192884;-58,7633972
422;-157;-73,847050779344272;7,966794994192884;-157,2857666
423;-264;-73,837369507159352;7,966794994192884;-264,5362854
424;-375;-73,827688234974431;7,966794994192884;-375,9435120
425;-484;-73,818006962789511;7,966794994192884;-484,1752625
426;-578;-73,808325690604590;7,966794994192884;-578,7412109
427;-674;-73,798644418419670;7,966794994192884;-674,9247437
428;-768;-73,788963146234735;7,966794994192884;-768,2785645
429;-831;-73,779281874049815;7,966794994192884;-831,3793335
430;-881;-73,769600601864894;7,966794994192884;-881,9057617
431;-926;-73,759919329679974;7,966794994192884;-926,7065430
432;-986;-73,750238057495054;7,966794994192884;-986,9598999
433;-1085;-73,740556785310133;7,966794994192884;-1085,6317139
434;-1177;-73,730875513125213;7,966794994192884;-1177,6860352
435;-1243;-73,721194240940292;7,966794994192884;-1243,5153809
436;-1297;-73,711512968755372;7,966794994192884;-1297,2264404
437;-1346;-73,701831696570451;7,966794994192884;-1346,3345947
438;-1393;-73,692150424385531;7,966794994192884;-1393,2591553
439;-1437;-73,682469152200611;7,966794994192884;-1437,4169922
440;-1477;-73,672787880015676;7,966794994192884;-1477,8220215
441;-1514;-73,663106607830755;7,966794994192884;-1514,4487305
442;-1549;-73,653425335645835;7,966794994192884;-1549,0437012
443;-1587;-73,643744063460915;7,966794994192884;-1587,4440918
444;-1634;-73,634062791275994;7,966794994192884;-1634,8941650
445;-1677;-73,624381519091074;7,966794994192884;-1677,7604980
446;-1705;-73,614700246906153;7,966794994192884;-1705,5434570
